testname,width,height,num_seams_removed,grey,conv,convp,pathsum,minpath,rmpath,malloc,total
car,1280,720,521,7413872,5279844,30185540,285906244,26087400,198189148,4887904,55794995
car,1280,720,561,14074482,12929564,39668847,368803538,33786630,262517192,10064159,74184441
car,1280,720,561,7423236,5511576,31403484,304420620,27563840,204909124,3287952,58451983
car,1280,720,561,7414296,5535172,31328956,303508892,27370040,204558164,3171048,58288656
car,1280,720,601,14121265,10308124,41145364,399317118,35897497,274222591,6246975,78125893
car,1280,720,601,7542736,5352504,34340748,330326612,29987704,227176216,3723116,63844963
car,1280,720,601,7409468,5428948,34739628,331136540,30189568,230940212,4891260,64473562
car,1920,1080,1,30492968,19471432,0,10991188,115948,1928562,23849768,8684986
car,1920,1080,1,26645413,17168547,0,9620966,95375,1578777,16720036,7182911
car,1920,1080,1,24583062,15639340,0,8836452,85519,1484528,15655541,6628444
car,1920,1080,1,22716803,14470296,0,8281628,79132,1456264,14390603,6139472
car,1920,1080,1,21292564,13524876,0,7568980,80504,1307784,13473028,5724773
car,1920,1080,1,19898060,12958144,0,7114092,73820,1262824,13091772,5439871
car,1920,1080,1,18922052,12252972,0,7032336,68804,1275072,12563904,5211514
car,1920,1080,1,17983628,11803016,0,6668880,62592,1189268,11998356,4970574
car,1920,1080,1,18012708,11680820,0,6591436,64464,1186744,12025484,4956165
car,1920,1080,1,17890224,11686720,0,6638820,63556,1193244,11839736,4931230
car,1920,1080,61,30397600,20159954,8346903,101201175,5846595,58146371,18571084,24266968
car,1920,1080,61,22120805,14956672,6516072,79447777,4562448,45950376,13246689,18680083
car,1920,1080,61,18043292,12451068,5557632,68145976,3970000,39666224,11347748,15918194
car,1920,1080,61,16938516,11675616,5485664,66827564,3866740,39086632,10784524,15466525
car,1920,1080,61,16875972,11605628,5492864,66776588,3866568,39013140,10981588,15461234
car,1920,1080,61,16906824,11599808,5494908,66703080,3834292,39013364,10865644,15441792
car,1920,1080,61,16951004,11643460,5490812,66669316,3874020,39174948,10796544,15460010
car,1920,1080,61,16890836,11604436,5472504,66780656,3860688,39019972,10922316,15455140
car,1920,1080,61,16900688,11592740,5479284,66711872,3864308,39094864,10883632,15452738
car,1920,1080,61,16969280,11665288,5531984,66781236,3898636,39072308,10836020,15475475
car,1920,1080,121,30681681,20388485,15172535,179230127,11249667,117079424,18441636,39224355
car,1920,1080,121,18835228,12995616,11103248,132363656,8322316,88283796,11675388,28357924
car,1920,1080,121,16904240,11584052,10938460,129284648,8116228,86762108,10845832,27443556
car,1920,1080,121,16924844,11549016,10911220,129329376,8171088,86658548,10943660,27448775
car,1920,1080,121,16927172,11633660,10923888,129299640,8110204,86715464,10866192,27447622
car,1920,1080,121,16908920,11550852,10895108,129247816,8197852,86387964,10790344,27397885
car,1920,1080,121,16918012,11587052,10905940,129486072,8059456,86693304,10935920,27458575
car,1920,1080,121,16922240,11641236,10926424,129394404,8091816,86542636,10903060,27442181
car,1920,1080,121,16962696,11989444,10976624,129489528,8082880,86820848,10861560,27518358
car,1920,1080,121,16906916,11564752,10745221,127606250,7911149,85071842,10654521,27046065
car,1920,1080,181,30671285,19684072,20859683,242494924,15386952,164312105,15574735,50898375
car,1920,1080,181,16940836,11654256,16367684,189366484,11976800,132553008,10936616,38979568
car,1920,1080,181,16969920,11633244,16417580,189443632,12278420,132896824,10998800,39063842
car,1920,1080,181,16875676,11657088,16414236,189458888,12189872,132653328,10572792,38982188
car,1920,1080,181,16937124,11556080,16564352,189506200,12364708,132478884,10580716,38998806
car,1920,1080,181,16818884,11619632,16482312,189562412,12163844,133337340,10993012,39097743
car,1920,1080,181,16875976,11706944,16217329,187731874,12061372,130634978,10300585,38552905
car,1920,1080,181,15888552,10445300,14718479,170007996,10801668,118176212,9772801,34981100
car,1920,1080,181,14932096,10922452,14799396,170527487,10830368,118693284,9900807,35060589
car,1920,1080,181,14972698,10556413,14712636,170231578,10807665,118476958,9565524,34932347
car,1920,1080,241,31424301,19630831,26711525,308974962,20512534,222926199,14830246,64501059
car,1920,1080,241,15520920,11605592,21071892,256151584,17302848,188879740,10916816,52144939
car,1920,1080,241,15530752,11581880,21175528,256501480,17061440,189500540,10629400,52198102
car,1920,1080,241,15524728,11180668,21150676,256221860,16911628,189724608,10777644,52149181
car,1920,1080,241,15530408,11215588,21153716,256650868,17077960,189487928,10880324,52199679
car,1920,1080,241,15533664,11588936,18979538,232981508,15186915,170120285,10381058,47477190
car,1920,1080,241,13801106,10147051,18555198,228457977,14984907,166650951,9697864,46229505
car,1920,1080,241,13802036,10170003,18501798,228079046,15105526,166147814,9635979,46144220
car,1920,1080,241,13793836,10490883,18509683,228754727,14889627,167709684,9555309,46370374
car,1920,1080,241,14339909,10587624,18502535,228627386,14851439,167667117,9886180,46446219
car,1920,1080,301,30672557,19860192,32464774,373500674,25417099,277650538,15899621,77546545
car,1920,1080,301,16904068,11660344,27994808,321212680,22229800,246657884,10527728,65718731
car,1920,1080,301,16845112,11573204,28090776,319971772,22009088,246467028,10747876,65570485
car,1920,1080,301,17077936,11595544,28058624,320277208,22004044,246462256,10676872,65615248
car,1920,1080,301,16944484,11624430,25198511,289558460,19406039,219693488,10460416,59288582
car,1920,1080,301,15250764,10431408,25057715,285410151,19055787,217325898,9395696,58192741
car,1920,1080,301,15127974,10479014,24985127,287324828,19357759,219784715,9694018,58675343
car,1920,1080,301,14950630,10457660,24822823,284592212,19053245,217076125,9496743,58044943
car,1920,1080,301,14951773,10491929,24963953,285186986,19123661,217535751,9490665,58174471
car,1920,1080,301,15129929,10477937,24916899,285594793,19048861,218099416,9572978,58284081
car,1920,1080,361,30685472,19592271,37719197,438969713,30290774,341913895,15698346,91486966
car,1920,1080,361,16938080,11692300,33570572,387630316,27391768,310019928,10531488,79777445
car,1920,1080,361,17048416,11622556,33653984,388682088,27382880,312709460,10631284,80173066
car,1920,1080,361,16897944,11605840,31271917,363329780,24957603,288156703,10271907,74649169
car,1920,1080,361,15005364,10456027,29717491,345738893,23716075,274484023,9313398,70843127
car,1920,1080,361,15084689,10500576,29826229,344885963,23726169,274179172,9429846,70763264
car,1920,1080,361,14995287,10457549,29857606,345124274,23646070,275221115,9466801,70876870
car,1920,1080,361,15150563,10463387,29819739,344933476,23749487,273549634,9306460,70697274
car,1920,1080,361,15121961,10480625,29811095,345407809,23660414,273919389,9342314,70774360
car,1920,1080,361,14991988,10472453,30043784,347404499,23935428,277251241,9471777,71357117
car,1920,1080,421,30500931,19461012,43258481,507178627,35167522,408651393,15064301,105928226
car,1920,1080,421,16959280,11694332,38933444,453024980,31697332,373830508,10527788,93666766
car,1920,1080,421,16918296,11597096,38551051,449500472,31652204,370087481,10076876,92838347
car,1920,1080,421,15022557,10577280,34866895,406450696,27951621,335584901,9335880,83978983
car,1920,1080,421,14995226,10463349,35120143,407861086,28141018,336535382,9168766,84228497
car,1920,1080,421,14994784,10462445,34908750,406680666,28173966,335678246,9296548,84019540
car,1920,1080,421,15027936,10570810,34938214,406687971,28174037,335543375,9175402,84011774
car,1920,1080,421,14989283,10473037,35052826,407029901,28149726,334879699,9208924,83978339
car,1920,1080,421,14988544,10464886,35076950,409747574,28292127,337722649,9427654,84572038
car,1920,1080,421,15032119,10477475,34884562,407472696,28128290,335528948,9320770,84084486
car,1920,1080,481,30294239,19418644,50179038,580815130,39970770,478827929,13891918,121339766
car,1920,1080,481,16905420,11492152,45461508,528454376,37402592,446367064,10210000,109629311
car,1920,1080,481,16914440,11473316,42965243,500381303,35121210,420911443,9853780,103762073
car,1920,1080,481,15329693,10445643,40428030,470503363,32437944,397189458,9304748,97563887
car,1920,1080,481,15001429,10466478,40401421,472000707,32798452,397580855,9116025,97736536
car,1920,1080,481,14999526,10355798,40356336,471777654,32798274,397937806,9008575,97723396
car,1920,1080,481,15021405,10344207,40183601,469908685,32532098,395729577,9176458,97289603
car,1920,1080,481,14995066,10476239,40331944,469836643,32441223,395349004,8993418,97242353
car,1920,1080,481,15004233,10344925,40306798,471387211,32550289,398009112,9062649,97666521
car,1920,1080,481,15016416,10336474,40642461,472831390,32705464,400213898,9175087,98092119
car,1920,1080,541,30472864,19545182,55609749,651760302,46314792,547151717,15069353,136592395
car,1920,1080,541,16892536,11656468,51388044,599649536,42631252,515748740,10086700,124805327
car,1920,1080,541,17054072,11510364,46448973,543935536,37810938,464328886,9699312,113078808
car,1920,1080,541,14944715,10429358,45472465,535083458,37096189,459033442,8986842,111104646
car,1920,1080,541,14953140,10385215,45558438,534118089,36962111,455937204,8825139,110673933
car,1920,1080,541,14994106,10397679,45373805,532905836,37265093,455858117,9035508,110583014
car,1920,1080,541,14949315,10449962,45362640,533870030,37183031,455167603,8930302,110591288
car,1920,1080,541,14952893,10395642,45712452,535196688,36993689,456280591,8801587,110833354
car,1920,1080,541,14904657,10380665,45369671,533511673,37224424,454305767,9146787,110484364
car,1920,1080,541,14984721,10476643,45579454,534126451,37093303,456023036,8943976,110722758
car,1920,1080,601,30553760,19640613,61641063,738814880,50397181,618759603,15044031,153485113
car,1920,1080,601,16843932,11599976,56544390,678958133,47151426,580685122,9833233,140161621
car,1920,1080,601,14994508,10436292,50308484,609633918,41545479,518427643,8927525,125427384
car,1920,1080,601,15093420,10423220,50625241,609714528,41905521,519283836,8949172,125599493
car,1920,1080,601,15024687,10351027,50758993,610707045,42234526,519568513,8969237,125761402
car,1920,1080,601,15029583,10458577,50521015,609299508,41543797,519487554,8943877,125528391
car,1920,1080,601,15106496,10422517,50515356,608019428,41135800,516206656,8835290,125024154
car,1920,1080,601,15022557,10348135,50646710,607891619,41532354,517439064,8877335,125175777
car,1920,1080,601,15022371,10467908,50372695,610406787,41452342,519442161,8812332,125597659
car,1920,1080,601,15402685,10543630,50391241,608029830,41258235,514487378,8918396,124903139
car,1920,1080,661,29538550,18949888,66311355,781987803,55722795,669033936,14239998,163578432
car,1920,1080,661,16830496,11556468,60570340,714918165,50680443,623767689,9582495,148790609
car,1920,1080,661,14997757,10431446,55459134,655330357,45457531,569504389,8692728,135987334
car,1920,1080,661,14921440,10372366,55359699,656132502,45072375,567744883,8799217,135840248
car,1920,1080,661,15092911,10401660,55851840,657673338,45644148,573022204,8668312,136635441
car,1920,1080,661,14912137,10407681,55482383,657347614,45814122,571700269,8700383,136436458
car,1920,1080,661,14916623,10383363,55585396,656070161,45315132,569176213,8663772,136011066
car,1920,1080,661,15118874,10395038,55495122,655331476,45537837,570642881,8651011,136117223
car,1920,1080,661,14921961,10405836,55366569,654089493,45165329,567200133,8659494,135580881
car,1920,1080,661,14917838,10376468,55343777,656958007,45762509,568621010,8647785,136062739
car,1920,1080,721,29438665,18870814,72033289,849960860,60438978,727954560,13755988,177245315
car,1920,1080,721,16851032,11538480,65118472,769475368,54635413,669105996,9268449,159599321
car,1920,1080,721,15072713,10394140,60538989,715860198,50057081,625840821,8645805,148640974
car,1920,1080,721,14950778,10414959,60176829,715605703,49939521,621827555,8669428,148158477
car,1920,1080,721,14969714,10412444,60324628,715310361,50061938,622737247,8519689,148233602
car,1920,1080,721,15082743,10383695,60457020,716816920,50202200,626023206,8522672,148748845
car,1920,1080,721,14962845,10394552,60348909,716507828,49579243,624412022,8575924,148478132
car,1920,1080,721,14963674,10401343,60478194,716483328,49767242,624039496,8483956,148461723
car,1920,1080,721,15059363,10395041,60226981,715738144,50445674,625834070,8690365,148638963
car,1920,1080,721,14962903,10388547,60321705,716428503,50032471,624283913,8581579,148499962
car,1920,1080,781,29553075,21482076,80522721,928854789,66406107,801784224,14182875,194278586
car,1920,1080,781,16821268,11611588,69650192,820646116,57724943,714454787,9263592,170017248
car,1920,1080,781,14917766,10405519,65496868,779212847,54157055,676576821,8441878,160920875
car,1920,1080,781,14918266,10562826,65225110,776251880,53647017,672758996,8363657,160172775
car,1920,1080,781,14919421,10423203,65932764,778040530,53851154,675260842,8402017,160682993
car,1920,1080,781,14909803,11038607,65688226,777980134,54297110,674074601,8452470,160644095
car,1920,1080,781,14930054,10559897,65425769,775697347,53937858,671067601,8431191,160004971
car,1920,1080,781,14921725,10420402,65692046,776848934,54302346,675495160,8529021,160620963
car,1920,1080,781,14914633,10394721,65585068,776158585,53804549,672732405,8497676,160208763
car,1920,1080,781,14924567,10557929,65640576,778562460,54355935,676564136,8383526,160898912
car,1920,1080,841,29725269,18900536,84219335,990706299,68991568,847001771,13763415,205330819
car,1920,1080,841,16805148,9796372,71479647,870415621,60102202,740460817,9252154,177831196
car,1920,1080,841,15094784,8813852,68514160,834287695,57434033,715511445,8326601,170798257
car,1920,1080,841,14949670,8700143,68402194,832546730,57282870,711668158,8201686,170175145
car,1920,1080,841,14928908,8733657,68227794,833506726,57430558,714274350,8319787,170542178
car,1920,1080,841,14924992,8719435,68928341,836030955,57350968,714770888,8319997,170904557
car,1920,1080,841,15095386,8855811,68494624,831647724,56621093,710554945,8297927,169956751
car,1920,1080,841,14931372,8742273,68063997,832066521,57136158,707730568,8236369,169690725
car,1920,1080,841,14927956,8724576,68632214,834118768,57451378,710606020,8307493,170276840
car,1920,1080,841,15249155,8723494,68401833,833211818,57064496,710404926,8183207,170123892
car,1920,1080,901,29412846,18877008,88246460,1041222826,73263789,882697830,14093225,214781398
car,1920,1080,901,16938612,11533064,77575371,920025064,64085236,783089641,8933695,188218068
car,1920,1080,901,14938790,10341342,74836545,891685817,62913166,763392573,8201525,182630975
car,1920,1080,901,14942493,10387427,74878260,892327566,62356983,763070729,8289961,182625341
car,1920,1080,901,15048262,10382278,75131607,892774626,62656258,763698488,8244101,182793562
car,1920,1080,901,14934356,10375669,75100390,894279844,63094083,764073295,8266056,183012369
car,1920,1080,901,14928736,10361274,75049196,891849013,62403146,762283011,8374563,182524893
car,1920,1080,901,15040399,10386741,74843651,890152899,62259126,760075808,8267746,182102637
car,1920,1080,901,14943843,10357872,75181361,893509235,62387546,764865325,8185617,182943079
car,1920,1080,901,14932742,10388920,74956800,892272561,62194168,761395868,8289154,182443021
car,352,240,1,1563365,1489856,0,1023936,27493,180288,1536658,582159
car,352,240,1,1560503,1453147,0,1000274,28068,138432,853569,503399
car,352,240,1,1540462,1461659,0,1026780,27237,136477,767041,495965
car,352,240,1,1558583,1447991,0,1005815,27401,135324,765560,494067
car,352,240,1,1559278,1447095,0,985326,25197,136010,785352,493825
car,352,240,1,1514794,1364632,0,950328,24224,125776,733816,471357
car,352,240,1,1454464,1348600,0,938976,24544,125976,714144,460670
car,352,240,1,1440904,1361352,0,918760,24976,126304,726160,459845
car,352,240,1,1439808,1410960,0,992720,25064,125256,702000,469580
car,352,240,1,1454312,1378224,0,960904,24208,125240,734848,467773
car,352,240,12,1617152,1637349,386817,3371467,288602,1453540,1525524,1028045
car,352,240,12,1540005,1475538,405091,3382645,289675,1395967,846135,933505
car,352,240,12,1545591,1454738,383332,3367224,297061,1409444,768977,922636
car,352,240,12,1561070,1493166,371307,3327439,294075,1339620,743504,913018
car,352,240,12,1439008,1356128,358088,3142080,283168,1319152,715040,861266
car,352,240,12,1440040,1355912,359856,3137416,289240,1308912,719120,861049
car,352,240,12,1442008,1353544,375640,3182144,271992,1307920,722320,865556
car,352,240,12,1436448,1342112,341880,3067408,259816,1286792,715184,844964
car,352,240,12,1369464,1257848,337128,2979672,265984,1226256,678544,811489
car,352,240,12,1347336,1273656,337600,2962136,266384,1228624,675832,809156
car,352,240,23,829636,814528,474536,3139428,334436,1608932,824012,802550
car,352,240,23,858988,786856,480544,3121540,354328,1496696,482780,758173
car,352,240,23,831916,787492,444584,3066416,382008,1496248,439460,744812
car,352,240,23,800948,771664,446072,3013292,331536,1474228,430900,726864
car,352,240,23,803080,759268,443020,3049960,331396,1457560,434080,727836
car,352,240,23,804916,757844,454848,3036256,333236,1454460,432936,727449
car,352,240,23,815252,758300,505784,3020612,326684,1462428,446328,733538
car,352,240,23,801664,773428,434920,2938760,327100,1432216,427004,713509
car,352,240,23,775888,734708,434268,2938532,321620,1421328,421124,704746
car,352,240,23,786620,733264,434672,2926832,326044,1423248,423688,705436
car,352,240,34,612736,795094,624826,3633863,427296,1857956,693335,864510
car,352,240,34,666435,593994,617598,3536243,435063,1899223,401052,814960
car,352,240,34,638315,614080,595174,3602082,444166,1789641,358806,804226
car,352,240,34,622729,670957,576199,3554521,480912,1845238,365716,811627
car,352,240,34,641372,608272,673374,3669855,453443,1952184,373639,837213
car,352,240,34,738216,663668,606489,3591892,452571,1832957,378937,826473
car,352,240,34,658863,634889,605064,3560807,439960,1818143,368703,808642
car,352,240,34,656634,626072,589281,3557567,447670,1825523,370313,807306
car,352,240,34,673277,625295,586523,3594402,426688,1800645,369697,807652
car,352,240,34,656524,624208,574430,3518213,420267,1767154,358875,791967
car,352,240,45,1659172,1623599,1853793,11236721,1226304,5610355,1516570,2472651
car,352,240,45,1541285,1461815,1756134,10462125,1131339,5211174,850906,2241477
car,352,240,45,1543406,1454583,1630712,9846730,1055132,4975251,764845,2127065
car,352,240,45,1439024,1356840,1631512,9746000,1042968,4881960,699192,2079749
car,352,240,45,1362888,1256736,1524168,9111080,1006448,4618392,677960,1955767
car,352,240,45,1349512,1269808,1540108,8939039,980726,4510864,658571,1924862
car,352,240,45,1271410,1255075,1453382,8595527,956833,4361684,656561,1855047
car,352,240,45,1268936,1200170,1396206,8381808,962385,4319458,628615,1815757
car,352,240,45,1202247,1155236,1378597,8170185,935911,4127303,603151,1757263
car,352,240,45,1213604,1124452,1309678,7927358,888384,4030568,631376,1712542
car,352,240,56,1656210,1577975,2301137,13702098,1495793,6684925,1472127,2889026
car,352,240,56,1567626,1455241,2107247,12395593,1480580,6294875,839379,2614054
car,352,240,56,1522816,1352656,2040952,11935128,1429080,6145160,723816,2514960
car,352,240,56,1374280,1266336,2023880,11342096,1393296,5892568,711600,2400405
car,352,240,56,1376640,1272208,1875370,10775881,1400401,5723432,704636,2312856
car,352,240,56,1275364,1203505,1919164,10609976,1336145,5604319,709176,2265764
car,352,240,56,1266916,1158073,1813266,10255814,1381880,5481160,675847,2203295
car,352,240,56,1205653,1228530,1776776,9931258,1279056,5258434,654663,2133437
car,352,240,56,1145588,1084466,1691144,9673044,1278692,5137072,619666,2062967
car,352,240,56,1103916,1030214,1662748,9246214,1224772,4970554,607886,1984630
car,352,240,67,1742264,1578220,2736405,15836119,1937301,8144807,1480888,3345600
car,352,240,67,1544933,1502025,2611899,14835616,1874067,7796733,881122,3104639
car,352,240,67,1465392,1376392,2487712,14041848,1823464,7396216,791272,2938229
car,352,240,67,1354784,1300400,2350215,13449398,1776244,7157510,728784,2811733
car,352,240,67,1280021,1231160,2283483,12779079,1650518,6849053,698799,2677211
car,352,240,67,1326674,1151089,2156375,12207126,1650696,6535158,679011,2570612
car,352,240,67,1226219,1151246,2134979,11815978,1545717,6410720,648610,2493346
car,352,240,67,1159174,1085750,2039886,11469934,1525842,6152084,614484,2404715
car,352,240,67,1089204,1053428,1953712,10964232,1442008,5908708,600702,2301199
car,352,240,67,1096372,1035496,1867328,10613962,1416384,5641616,586894,2225805
car,352,240,78,1430656,1404768,2882920,16118616,2022648,8589232,1317016,3376585
car,352,240,78,1356816,1280120,2706916,15167109,2000041,8109502,797926,3141843
car,352,240,78,1280149,1208960,2608504,14574508,1941476,7806090,696573,3011626
car,352,240,78,1209693,1162966,2516738,13973626,1873360,7498746,651362,2888649
car,352,240,78,1164252,1087970,2418116,13424876,1771198,7166384,618704,2765150
car,352,240,78,1084800,1047400,2288086,12705382,1718042,6869964,595022,2630869
car,352,240,78,1126170,1106048,2186140,12282506,1611050,6520530,602276,2543472
car,352,240,78,1035606,994084,2187457,11828649,1559491,6385906,580053,2457124
car,352,240,78,1001058,936856,2059163,11531100,1511571,6144538,604199,2378848
car,352,240,78,941287,913611,1992730,11275076,1447749,5974064,573153,2311767
car,352,240,89,1833234,1596398,3633311,20452404,2428945,10536881,1464610,4194578
car,352,240,89,1574729,1434507,3287320,18829368,2394128,9788800,822155,3813100
car,352,240,89,1367416,1279048,3128476,17758382,2282839,9437925,715136,3596922
car,352,240,89,1277959,1225095,2975409,16774763,2238930,8900751,676640,3406954
car,352,240,89,1208576,1144811,2835010,16006299,2175372,8467608,669829,3250750
car,352,240,89,1188432,1107242,2721214,15171458,2016270,8066940,651466,3092302
car,352,240,89,1143412,1085118,2615214,14477248,1940118,7717806,605108,2958402
car,352,240,89,1085576,1048590,2578658,13735034,1857898,7364978,575726,2824646
car,352,240,89,1035190,998138,2426362,13374168,1731555,7165418,556650,2728748
car,352,240,89,987146,936566,2308115,12871097,1718708,6893666,524037,2623933
car,352,240,100,1785984,1684051,4002756,22941920,2806223,11864876,1502579,4658838
car,352,240,100,1517064,1366552,3913048,21599520,2671936,11247064,827448,4314263
car,352,240,100,1400552,1297712,3482812,19608543,2611997,10335443,708970,3944602
car,352,240,100,1335054,1208206,3279407,18447472,2436421,9820296,677206,3720406
car,352,240,100,1268103,1141554,3117286,17459173,2345398,9407320,632271,3537110
car,352,240,100,1196312,1162728,2951912,16686832,2149324,8816508,593668,3355728
car,352,240,100,1121958,1052320,2826292,15897864,2132350,8459898,590514,3208119
car,352,240,100,1085386,980140,2728061,15167004,2051634,8079356,556308,3064788
car,352,240,100,1021499,1007030,2580015,14560353,1952258,7769690,529321,2942016
car,352,240,100,988549,893681,2517472,14065348,1929417,7630439,502131,2852703
car,352,240,111,1677449,1589412,4438860,24754029,3048666,12931589,1390397,4983040
car,352,240,111,1463952,1367296,4042824,22822432,2928512,11854480,815288,4529478
car,352,240,111,1402912,1284096,3784590,21333100,2786606,11306993,702420,4260071
car,352,240,111,1276514,1228665,3618383,20052140,2695396,10616588,683719,4017140
car,352,240,111,1146654,1090590,3358752,18851836,2516372,10003332,660017,3762755
car,352,240,111,1084686,1033222,3200770,17852048,2426134,9608568,604164,3580959
car,352,240,111,1034374,1000460,3052338,17073408,2315925,9064793,565997,3410729
car,352,240,111,989120,939416,2911820,16272183,2234808,8651954,553147,3255244
car,352,240,111,944929,914881,2813929,15562589,2103324,8350469,513807,3120392
car,352,240,111,943804,918139,2650923,14926124,1984641,7980320,514655,2991860
car,352,240,122,1673847,1596955,4839499,27659311,3316638,14389778,1341349,5481737
car,352,240,122,1465768,1426160,4445888,24971888,3259224,12851656,816064,4923664
car,352,240,122,1358736,1300544,4171904,23156262,3090496,12302300,703064,4608330
car,352,240,122,1297550,1212779,3908828,21779820,2958635,11506542,675272,4333942
car,352,240,122,1163794,1092664,3699376,20402750,2778902,10801644,617218,4055634
car,352,240,122,1088742,1051008,3574966,19163014,2604962,10239718,594498,3831690
car,352,240,122,1033594,1001364,3323631,18339871,2527329,9661650,553444,3644088
car,352,240,122,987929,939185,3142595,17419422,2395742,9213533,542102,3464050
car,352,240,122,944680,899042,3029697,16774267,2274237,8893832,507339,3332309
car,352,240,122,906639,878676,2917921,16116542,2225547,8524727,499247,3206929
car,352,240,133,1663212,1769600,5377064,30067467,3576128,15301618,1360749,5911583
car,352,240,133,1529440,1377352,4760440,27017032,3399024,14006712,768872,5285887
car,352,240,133,1354096,1337128,4530212,24845994,3323904,13013360,681841,4908653
car,352,240,133,1229262,1143993,4198964,23210800,3111439,12247560,625348,4576736
car,352,240,133,1143868,1098118,3957466,21658520,3027644,11450632,620552,4295680
car,352,240,133,1087270,1028820,3662878,20416794,2671078,10786579,578562,4023198
car,352,240,133,1003825,936394,3448652,19224066,2717785,10167790,534289,3803280
car,352,240,133,960788,895985,3357795,18421883,2460296,9790412,497892,3638505
car,352,240,133,903535,857450,3207111,17655497,2394425,9276621,488647,3478328
car,352,240,133,868392,825156,3046371,16909206,2307528,8989469,461320,3340744
car,352,240,144,1785701,1583479,5665213,32531022,4002961,16310307,1301368,6318005
car,352,240,144,1463576,1352216,5174824,28956416,3764152,14811600,807360,5633014
car,352,240,144,1277859,1220908,4764825,26502790,3523476,13854345,713306,5185750
car,352,240,144,1222962,1142813,4456649,24796790,3424616,13073411,654433,4877167
car,352,240,144,1144406,1105182,4217554,22968028,3216552,12153818,580748,4538628
car,352,240,144,1033984,997352,3895419,21671594,2931646,11398163,555071,4248322
car,352,240,144,989169,996130,3663549,20422159,2822706,10811369,537636,4024271
car,352,240,144,960045,956514,3476334,19546380,2634586,10318898,483030,3837578
car,352,240,144,921435,861068,3354446,18741125,2542022,9892791,497103,3680999
car,352,240,144,867755,837396,3250321,17886078,2476936,9439519,476715,3523472
car,352,240,155,1654701,1609683,6051165,34225732,4187155,17675959,1332131,6673652
car,352,240,155,1436120,1373304,5393936,30601321,3991676,15751947,753854,5930215
car,352,240,155,1342391,1205127,5034297,27964270,3743243,14784618,648833,5472277
car,352,240,155,1202083,1161735,4731628,25870835,3583672,13632213,612284,5079445
car,352,240,155,1083372,1049254,4351328,24153864,3389670,12772012,566122,4736562
car,352,240,155,1033358,995906,4088666,22688147,3071749,11991923,532424,4440217
car,352,240,155,983975,957804,3942554,21401812,2918478,11301633,498927,4200518
car,352,240,155,906454,880736,3685020,20287830,2756521,10804500,471577,3979263
car,352,240,155,871733,827568,3507531,19431657,2724286,10284637,453438,3810085
car,352,240,155,835036,794016,3390252,18582340,2560932,9963216,433864,3655965
car,352,240,166,1554533,1563356,6255083,35319622,4261798,17906174,1279251,6813981
car,352,240,166,1412960,1286680,5597602,31402116,4177709,16008523,740870,6062646
car,352,240,166,1340925,1219158,5201726,28813488,3881990,15130305,638759,5622635
car,352,240,166,1142120,1088858,4910082,26857534,3780312,14070620,589140,5243866
car,352,240,166,1143484,985002,4538282,24771041,3396502,13098815,544437,4847756
car,352,240,166,983453,934218,4249448,23328559,3209390,12270988,504507,4548056
car,352,240,166,944369,911679,4058611,22074125,3059159,11637160,485008,4317011
car,352,240,166,904716,859673,3831636,20988157,2908477,11070681,456193,4101953
car,352,240,166,833496,793372,3653912,20145804,2787780,10554944,443188,3921249
car,352,240,166,804144,763292,3528236,19253328,2596248,10138700,413420,3749736
car,480,360,1,3441663,2936686,0,2023012,47268,263424,3149814,1186186
car,480,360,1,3162944,3022794,0,2052508,47123,222976,2172873,1068121
car,480,360,1,3172233,2938313,0,2009307,45175,219219,1851932,1023617
car,480,360,1,3001220,2715544,0,1811416,43072,203488,1812231,958697
car,480,360,1,2958848,2734712,0,1798256,47872,205032,1756192,950091
car,480,360,1,2962672,2739296,0,1793080,45400,206848,1753248,950054
car,480,360,1,2959520,2742280,0,1759608,42952,193096,1701656,939911
car,480,360,1,2839008,2577552,0,1692072,44496,195320,1661752,901020
car,480,360,1,2778592,2576832,0,1680528,45072,194832,1668968,894482
car,480,360,1,2791992,2588648,0,1668200,45456,196632,1642776,893370
car,480,360,16,2971016,2763152,825072,7160384,754896,3469232,2864352,2080810
car,480,360,16,2785960,2603432,803400,6796384,703392,3326448,1836112,1885512
car,480,360,16,2790616,2605816,805219,6560639,683017,3252083,1656443,1835383
car,480,360,16,2623246,2463951,774455,6386872,703674,3141065,1591070,1768433
car,480,360,16,2623502,2447332,759320,6346643,683041,3086242,1564103,1751018
car,480,360,16,2533646,2399502,749776,6067144,680366,2996851,1592101,1701938
car,480,360,16,2472712,2319958,729333,6034797,638841,2952091,1488810,1663654
car,480,360,16,2357876,2223714,705572,5814372,599376,2816628,1443816,1596135
car,480,360,16,2350130,2207500,691274,5721306,621000,2829642,1408154,1582900
car,480,360,16,2239898,2101166,678596,5492244,593974,2730824,1375370,1521207
car,480,360,31,2518571,2314417,1470160,10538239,1237239,5560689,2406342,2604565
car,480,360,31,2553401,2484266,1461487,10258806,1307798,5443510,1669734,2517900
car,480,360,31,2354608,2221774,1417538,10008570,1203678,5272154,1454018,2393234
car,480,360,31,2235328,2091994,1364730,9541180,1179982,5121872,1395482,2293056
car,480,360,31,2243142,2165236,1307994,9096582,1094924,4844394,1361550,2211382
