testname,width,height,num_seams_removed,grey,conv,convp,pathsum,minpath,rmpath,malloc,total
base,858,480,313,8363537,190627683,429445636,3558020981,10140045,139961755,2147080,433870671
base,858,480,339,19787952,341048069,480973153,3954388987,11411935,158365516,4312733,497028834
base,858,480,339,7665505,183743589,440870451,3585412317,10419910,143276312,1360345,437274842
base,858,480,339,7784829,180869382,441856016,3585886385,10392542,143377743,2067541,437223443
base,858,480,365,19718952,338064156,529845708,4258710463,12505954,170374445,4284174,533350385
base,858,480,365,7882298,190484730,501484689,3998096292,11779176,158725490,1420415,486987309
base,858,480,365,8265548,190491770,501393006,3994732073,11752212,158591198,2324719,486755052
base,858,480,391,20630748,329870116,563274389,4439800468,13194325,177995982,4485084,554925111
base,858,480,391,7891581,190480090,538148666,4198560805,12565369,167294308,1439161,511637998
base,858,480,391,8218147,190488652,539859394,4221951047,12668778,168257543,2503452,514394701
base,858,480,417,19776448,340630659,582490644,4530195751,13674016,183237818,4263583,567426891
base,858,480,417,7462345,180894766,543353573,4158557047,12722741,168213838,1402866,507260717
base,858,480,417,7787520,180510385,543093208,4158471031,12731695,168250144,2142292,507298627
base,3860,2160,1,184217696,4062813337,0,302499531,267322,22150569,40728778,461267723
base,3860,2160,1,165068472,3833121236,0,300095695,259552,21365447,28160838,434807124
base,3860,2160,1,164442636,3832975232,0,300184456,261618,21599447,28593260,434805664
base,3860,2160,121,163677714,3841071016,822480464,34857034701,30379773,2555883415,37650270,4230817735
base,3860,2160,121,160583832,3834756620,819634873,34580648475,30372690,2531058095,18577204,4197563178
base,3860,2160,121,164631529,3833030040,821705802,34568262558,30472895,2567321400,28255393,4201367961
base,3860,2160,241,163644076,3833871517,1642705933,67877379378,59495158,5006158714,38043560,7862129833
base,3860,2160,241,160614481,3836867232,1642199718,67808116647,59511163,4973135902,18588149,7849903329
base,3860,2160,241,164653621,3833216759,1645155211,67792212648,59809984,5039300966,28235325,7856258451
base,3860,2160,361,163767177,3833286519,2462589476,100111583356,88053245,7331589981,36450250,11402732000
base,3860,2160,361,160667887,3835633039,2463721055,99758898825,88103142,7320969561,18683833,11364667734
base,3860,2160,361,164830237,3835657917,2462535871,99745515264,88251289,7320224538,27536181,11364455129
base,3860,2160,481,163370347,3834843334,3281234577,130757019872,116518989,9616793307,37409144,14780718957
base,3860,2160,481,160242351,3832639377,3284834225,130664463486,116796231,9725780827,18616799,14780337329
base,3860,2160,481,164608419,3829930976,3287324456,130685946025,116906785,9839601898,28992537,14795331109
base,3860,2160,601,163443022,3841045158,4106403446,160631827837,143743544,11814543629,36626980,18073763361
base,3860,2160,601,160211860,3831829678,4096988541,160496491625,144277105,11700860727,18413190,18044907272
base,3860,2160,601,164400331,3833792710,4100671041,160518340318,144485865,11920345144,28890834,18071092624
base,3860,2160,721,163917414,3832483151,4920774669,189380835145,171431129,13980274458,35980709,21248569667
base,3860,2160,721,160534697,3832438083,4918914747,189244613388,171271921,13991293067,18734538,21233780044
base,3860,2160,721,164649187,3833346519,4917987568,189218720143,171873183,14100042177,28676255,21243529503
base,3860,2160,841,163944777,3835312748,5745520968,217088028835,199728497,16104555872,36294321,24317338601
base,3860,2160,841,160682577,3833652968,5734498792,216869666507,199048160,15895229193,19012143,24271179034
base,3860,2160,841,165164986,3833175290,5732162947,216836688920,198621925,15852734146,28850281,24264739849
base,3860,2160,961,163499546,3832190327,6550590399,243548834540,224714350,17796237912,34299964,27215036703
base,3860,2160,961,160093155,3831718205,6550386845,243348231816,225140714,18186947196,19207732,27232172566
base,3860,2160,961,164631604,3832028276,6561209337,243365385432,225232758,17891440355,28943791,27206887155
base,3860,2160,1081,163558415,3837479534,7366682029,268984600423,251196643,20024242048,35348608,30066310770
base,3860,2160,1081,160128547,3835176817,7367855279,268728988689,250494347,19792719474,18435992,30015379914
base,3860,2160,1081,164632259,3833323994,7369768494,268780633772,251265828,19782289172,28683880,30021059739
base,3860,2160,1201,163790752,3852418127,8187941635,293336348129,276410789,21555278417,36280198,32740846804
base,3860,2160,1201,161915570,3854317830,8182607392,292953836612,276630799,21594424241,18101555,32704183399
base,3860,2160,1201,164657961,3853132047,8182698718,293033755759,276781432,21658620383,28720137,32719836643
base,3860,2160,1321,163304436,3835773981,9015134810,316707047510,302544599,23528357890,36945739,35358910896
base,3860,2160,1321,160376800,3834712890,8988852827,316164757961,303008406,23478324316,19091112,35294912431
base,3860,2160,1321,164462333,3833361801,8985811003,316164357887,301724884,23260329014,27619954,35273766687
car,1920,1080,1,30152035,20102216,0,11017330,104494,1923374,22699627,8599907
car,1920,1080,1,26597724,16642395,0,9365514,97856,1605026,17920849,7222936
car,1920,1080,1,24193237,15072267,0,8718880,84805,1519340,16294356,6588288
car,1920,1080,61,17656452,11989444,5460836,68432972,3868628,39394176,13271128,16007363
car,1920,1080,61,17442504,11615792,5482932,68154652,3880476,39286948,10929980,15679328
car,1920,1080,61,17397192,11562208,5490408,68151736,3885804,39299404,10941120,15672787
car,1920,1080,121,30619864,20248966,15195463,179321701,11125230,116993916,17359895,39086503
car,1920,1080,121,18829588,13007268,11257184,132744620,8340704,88486164,11759892,28442542
car,1920,1080,121,16828544,11645776,11021736,129538288,8209948,87028800,11016600,27528969
car,1920,1080,181,17620012,11961748,16571656,192645652,12605468,134791936,12810268,39900674
car,1920,1080,181,17529952,11659404,16520620,192430388,12414620,134454216,10851544,39586074
car,1920,1080,181,17633284,11637848,16510216,192397816,12504448,135158104,10867304,39670902
car,1920,1080,241,30154507,20114384,27199763,310278966,20908065,226516076,16161952,65133371
car,1920,1080,241,16754772,11195488,21627184,253141680,17045396,190075876,11748756,52158915
car,1920,1080,241,16857756,11168200,21665668,253270472,17066540,188979188,11737428,52074525
car,1920,1080,301,30596170,20453500,32239420,373402087,25328684,279962377,17149154,77913139
car,1920,1080,301,16836744,11707132,27433544,316932988,21882944,244990716,10721860,65050592
car,1920,1080,301,16958240,11563244,27449828,316327716,21658424,242955168,10676052,64758867
car,1920,1080,361,31711533,20221562,37875800,443621842,30661537,343623003,16807800,92452307
car,1920,1080,361,17410820,11623216,33744604,390969352,27209488,312718864,10699596,80437594
car,1920,1080,361,17503820,11570432,33989652,390229700,26923772,312498484,10954596,80367045
car,1920,1080,421,31704018,20106335,44067582,524610642,35732163,416260876,16572617,108905423
car,1920,1080,421,17533500,11596836,39373900,468595272,32393988,381212032,10782492,96148802
car,1920,1080,421,17510440,11563036,38617525,458928992,31599717,372456259,10124803,94080077
car,1920,1080,481,31581230,19481624,49541571,582982153,40672655,482265207,15190671,122171511
car,1920,1080,481,15538044,11284248,42863724,532237480,37030820,447316748,10841056,109711212
car,1920,1080,481,15525596,11369136,40276360,503802154,34805224,417708560,10037863,103352489
car,1920,1080,541,30840450,20065686,55789954,652686515,45642208,548553589,15189335,136876773
car,1920,1080,541,16856564,11525252,50476800,595332684,42532436,511567120,10486896,123877775
car,1920,1080,541,16945336,11464908,46444533,544902450,38424879,468113667,9774294,113607006
car,1920,1080,601,30569582,19743421,61567130,722006479,50265998,617133835,15025036,151631148
car,1920,1080,601,16848528,11630332,56412139,664375137,46716518,581057748,9824582,138686498
car,1920,1080,601,15017074,10411958,50394177,595127414,41165530,518275500,8883019,123927467
car,1920,1080,661,30464388,19601803,66734306,789472324,55698261,676482396,14553587,165300706
car,1920,1080,661,16771268,11536504,60807147,718180617,50971929,627971545,9589261,149582827
car,1920,1080,661,14943596,10544652,55354331,654200843,46071808,569460229,8871440,135944689
car,1920,1080,721,29418541,18906422,72318532,855036087,60807370,737142934,13936190,178756607
car,1920,1080,721,16863424,11651232,65239111,770783994,53765984,673660575,9493409,160145772
car,1920,1080,721,15085975,10398824,60975454,722138110,49845916,630089430,8806121,149733983
car,1920,1080,781,28383690,18188544,77531393,914679088,64032779,784636723,13626844,190107906
car,1920,1080,781,16835184,11574756,69197517,818622867,56848757,712740899,9192864,169501284
car,1920,1080,781,14904218,10371434,66438284,782906143,54205476,681198390,8552800,161857674
car,1920,1080,841,29606741,19017794,83155154,986504880,70259610,840659106,14501030,204370431
car,1920,1080,841,16876232,11541944,74229218,879160489,61485073,756990596,9207248,180949080
car,1920,1080,841,14954662,10405648,70574237,835487609,58142032,720479288,8368146,171841162
car,1920,1080,901,26395608,17304796,87467598,1033352542,73927255,882457146,13687212,213459215
car,1920,1080,901,16825748,11552592,77684269,916623954,64096251,783500174,9031822,187931481
car,1920,1080,901,14960285,10510585,75586368,893195769,62400898,770012093,8301175,183496717
car,352,240,1,1577902,1502647,0,1035721,26130,202431,1522440,586727
car,352,240,1,1619511,1532151,0,1043319,27886,139135,946077,530807
car,352,240,1,1544274,1461659,0,1008421,25975,135113,784750,496019
car,352,240,12,1572297,1482029,408017,3281586,278673,1389524,1433467,984559
car,352,240,12,1470840,1357664,359248,3159368,274552,1459736,797808,887921
car,352,240,12,1453864,1344232,360304,3137848,292576,1320896,728384,863810
car,352,240,23,690389,607000,374725,2467841,265205,1174759,761421,634134
car,352,240,23,636919,602782,390289,2387351,274487,1266963,391812,595060
car,352,240,23,639674,603794,351878,2449653,262068,1208949,344295,586031
car,352,240,34,1208512,1234645,1011193,6283739,670050,3189209,1116772,1471412
car,352,240,34,1197007,1136526,1001903,6294026,664859,3042531,672489,1400934
car,352,240,34,1215417,1154504,949696,5964360,633530,2878758,589147,1338541
car,352,240,45,1151544,1087598,1261020,7643650,828920,3820814,1028806,1682235
car,352,240,45,1082982,1007272,1222954,7284236,804614,3705348,698092,1580549
car,352,240,45,1078318,1008646,1232014,7227360,807744,3656284,529300,1553966
car,352,240,56,1763000,1588060,2231512,13135413,1461973,6634833,1504866,2831965
car,352,240,56,1564772,1444572,2103908,12366944,1383992,6576921,856983,2629809
car,352,240,56,1439304,1355704,2036760,11834520,1311440,6053384,731952,2476306
car,352,240,67,1685257,1602176,2682046,15327835,1696592,7855330,1451778,3230101
car,352,240,67,1540279,1463415,2468592,14400664,1645104,7364961,821912,2970492
car,352,240,67,1460648,1347088,2347776,13624688,1579776,7078720,705032,2814372
car,352,240,78,1678426,1551826,3105826,17710770,2048800,9404102,1527470,3702722
car,352,240,78,1464192,1374600,2884456,16588616,2004080,8613360,839904,3376920
car,352,240,78,1408032,1290696,2845192,15541360,1958352,8233432,728984,3200604
car,352,240,89,944329,970526,2402297,12921616,1822481,6984750,945119,2699111
car,352,240,89,906230,910858,2292136,12376019,1724309,6768021,615160,2559273
car,352,240,89,871808,841291,2174391,11891268,1682646,6372718,515672,2434979
car,352,240,100,1892397,1576740,4114467,23018626,2809376,11935998,1407689,4675529
car,352,240,100,1574866,1464377,3798352,21016000,2658200,10949904,841024,4230272
car,352,240,100,1373624,1277568,3552462,19684731,2559589,10385836,696321,3953013
car,352,240,111,1566967,1489974,4181468,23746142,3023992,12474574,1311198,4779431
car,352,240,111,1373568,1280048,3897181,21795493,2850347,11428725,776971,4340233
car,352,240,111,1298360,1208895,3666559,20347558,2725426,10858410,664936,4077014
car,352,240,122,1687716,1554427,4831223,27000136,3455990,14162557,1386913,5407896
car,352,240,122,1466304,1380496,4440744,24678232,3205376,13012352,828328,4901183
car,352,240,122,1360352,1285640,4112716,22783684,3113250,12164373,716590,4553660
car,352,240,133,1657043,1666351,5256757,29381043,3796079,15252043,1411093,5842040
car,352,240,133,1445112,1395400,4823163,26740772,3531307,13975732,801485,5271297
car,352,240,133,1276907,1207631,4447281,24473577,3317966,12960293,684338,4836799
car,352,240,144,1718299,1492471,5329739,30207129,3923781,15560514,1281156,5951308
car,352,240,144,1372904,1278000,4942325,27446821,3683946,14404285,809023,5393730
car,352,240,144,1225472,1144050,4533640,25203536,3499696,13405491,625450,4963733
car,352,240,155,1651885,1649179,6033631,34074470,4429833,17670551,1390366,6689991
car,352,240,155,1442504,1379824,5430111,30304112,4099045,15855374,776047,5928701
car,352,240,155,1296340,1206705,5033718,27828745,3819752,14810949,670436,5466664
car,352,240,166,1855506,1618241,6568384,36465570,4751080,18795379,1344658,7139881
car,352,240,166,1444048,1380640,5792151,31951469,4276335,16765291,768448,6237838
car,352,240,166,1274233,1205958,5363704,29197441,3973037,15466695,640132,5712120
car,480,360,1,3234944,3100608,0,2117175,50926,298093,3290624,1209237
car,480,360,1,3212270,3089070,0,2101980,54144,230008,2176301,1086377
car,480,360,1,3179673,2775856,0,1853296,47560,214864,1856268,992751
car,480,360,16,3114560,2782832,834064,7271944,755320,3494136,2726680,2097953
car,480,360,16,2888440,2586528,817888,6835672,717848,3296480,1872560,1901541
car,480,360,16,2881040,2593416,792075,6715569,701658,3251166,1641064,1857598
car,480,360,31,1972535,1845858,1285783,8648042,1091832,4735772,2011924,2159174
car,480,360,31,1928860,1848596,1290769,8352241,1088556,4551825,1358710,2041955
car,480,360,31,1925787,1754555,1194209,8103451,1025696,4403274,1207345,1961431
car,480,360,46,3195355,3024805,2606003,18403558,2127523,9800013,2896627,4205388
car,480,360,46,2955520,2768416,2535584,17215736,2034928,9262392,1958648,3873122
car,480,360,46,2791816,2596208,2403333,16142147,1926910,8789711,1684327,3633445
car,480,360,61,1879279,1791321,2589863,15302683,2088830,8857178,1977167,3448632
car,480,360,61,1802102,1694065,2382500,14562721,2005311,8383135,1225610,3205544
car,480,360,61,1879129,1646328,2263352,13916976,1818416,7903588,1131575,3055936
car,480,360,76,3191205,2982784,4289298,28802335,3297307,15706312,2669650,6093889
car,480,360,76,2778792,2589640,4076028,26124783,3243687,14620393,1849595,5528291
car,480,360,76,2628792,2464284,3843099,24332267,3085127,13633053,1533667,5152028
car,480,360,91,3209408,2986112,5157961,33550717,4119823,18383811,2654438,7006227
car,480,360,91,2796808,2603336,4761969,29884596,3852333,16697240,1780945,6237722
car,480,360,91,2483307,2335957,4490472,27622023,3510944,15503311,1445753,5739176
car,480,360,106,3189421,3009820,6051207,38831575,4751608,21234088,2790563,7985828
car,480,360,106,2791328,2553832,5532154,34232755,4438134,19036630,1791580,7037641
car,480,360,106,2486571,2292609,5031324,30984440,4092506,17380148,1465886,6373348
car,480,360,121,3193948,2959013,6936127,44650772,5408784,24255293,2717540,9012147
car,480,360,121,2626523,2474189,6258474,38719818,4984135,21615480,1685873,7836449
car,480,360,121,2356352,2265914,5737814,34809644,4492924,19320870,1389700,7037321
car,480,360,136,3220746,2975945,7659388,49295096,6018053,26596041,2559574,9832484
car,480,360,136,2609955,2480270,6880139,42515143,5432027,23549639,1666725,8513389
car,480,360,136,2358332,2221234,6159398,37936558,4914372,20868222,1344936,7580305
car,480,360,151,3084368,2797504,8058884,51465158,6521164,28243187,2323816,10249408
car,480,360,151,2315226,2171034,6854644,41754386,5508495,23175236,1451262,8323028
car,480,360,151,2105379,1914304,6020049,37354527,4844445,20682049,1182650,7410340
car,480,360,166,3188169,2927552,9320185,59705856,7274778,32092384,2448168,11695709
car,480,360,166,2625985,2444346,8244235,50721658,6560204,27982465,1642087,10022098
car,480,360,166,2235386,2106508,7159203,44116297,5777576,24494321,1280872,8717016
car,480,360,181,3207671,2961527,10088680,63908414,7875509,34656320,2437577,12513569
car,480,360,181,2653444,2342158,8757399,53506340,6925713,29779280,1611859,10557619
car,480,360,181,2340844,2008376,7617630,46551168,6176319,25790193,1252652,9173718
car,480,360,196,3199187,2888829,10667821,66174472,8460345,36146899,2338867,12987642
car,480,360,196,2489017,2365376,9251752,56067254,7437819,30968576,1538689,11011848
car,480,360,196,2115390,2007398,8088720,48542574,6594097,26858220,1203428,9540982
car,480,360,211,3232640,3004224,11511071,74187646,9391603,39492359,2399669,14321921
car,480,360,211,2485348,2340089,9909245,60512441,8086464,33486303,1530254,11835014
car,480,360,211,2129500,2001200,8520833,52014060,6887839,28754466,1177379,10148527
car,480,360,226,3192310,2933824,12243378,77174083,10019587,41718528,2282736,14956444
car,480,360,226,2490041,2333312,10408649,62930889,8553484,34862078,1492013,12307046
car,480,360,226,2017856,1971092,8881729,54023926,7206190,29796319,1141404,10503851
car,858,480,1,7163080,6501232,0,4155816,62792,493488,7460304,2583671
car,858,480,1,6619080,6106048,0,3957064,64944,393552,4905776,2204646
car,858,480,1,6624232,6091166,0,3440021,63367,375266,4486216,2108026
car,858,480,27,7182712,6740880,1854520,18553472,1703280,11272976,7467466,5477530
car,858,480,27,6256719,5750847,1793935,16919995,1608911,10493164,4514055,4733762
car,858,480,27,5905948,5427641,1688468,15990828,1528543,9867810,4092235,4450147
car,858,480,53,6750392,6390552,3658781,31069473,3172492,20527919,6790995,7836060
car,858,480,53,5916259,5458525,3299036,27609941,2903244,18478550,4182500,6784805
car,858,480,53,5320306,4965106,2988986,25031499,2619759,16791494,3683593,6140074
car,858,480,79,7129440,6658808,5293939,44469858,4533674,29597658,6523086,10420646
car,858,480,79,5891051,5423353,5019371,39729090,4415889,27481598,4082508,9204286
car,858,480,79,5126900,4655140,4420835,34935785,3881175,24131680,3666623,8081813
car,858,480,105,7111440,6562760,7402622,57723139,6472214,39041313,6232638,13054612
car,858,480,105,5598074,5156174,6315624,48848396,5517138,33267916,3850712,10855403
car,858,480,105,4835992,4442678,5590934,42438606,4765998,29072799,3163510,9431051
car,858,480,131,7106768,6556264,9040345,70479532,7994159,47947936,6157902,15528290
car,858,480,131,5332652,4919386,7596546,57653094,6630569,40394092,3806155,12633249
car,858,480,131,4694297,4427562,6542460,49755804,5707361,34533973,3251079,10891253
car,858,480,157,7089304,6532488,10411197,80775603,8941007,55170383,5974492,17489447
car,858,480,157,5305498,4948250,8682638,65880957,7616540,45754172,3566126,14175418
car,858,480,157,4449846,4025863,7434590,55971537,6591274,39198721,2892880,12056471
car,858,480,183,7093080,6514072,12390905,93870557,10459977,64439768,5718954,20048731
car,858,480,183,5069014,4662776,9804990,73891908,8706176,51678024,3386870,15719975
car,858,480,183,4337556,3812327,8360040,62439736,7389160,43803224,3015708,13315775
car,858,480,209,7072896,6432544,13565845,104635990,12022401,70957799,5672856,22036033
car,858,480,209,5060200,4646217,10900850,82034976,9650554,56808335,3439596,17254072
car,858,480,209,4083176,3768568,9213104,69007392,8157256,47709112,2633348,14457195
car,858,480,235,7073136,6523480,14871916,114813374,13126394,77150739,5405923,23896496
car,858,480,235,4831345,4456187,11789530,88785867,10568939,60770428,3200933,18440322
car,858,480,235,3936388,3641608,9867152,74121024,8722064,50916880,2485820,15369093
car,858,480,261,7117680,6453736,16267872,125645112,14047338,83992967,5415101,25893980
car,858,480,261,4661646,4254763,12863134,96350733,11436635,65733349,3090714,19839097
car,858,480,261,3789868,3490380,10607352,79828272,9613036,54764444,2410968,16450432
car,858,480,287,5862542,5422528,15991933,123383744,14098181,82735646,4547860,25204243
car,858,480,287,4251618,3909494,12785488,96699782,11612107,66219860,2821513,19829986
car,858,480,287,3472120,3161196,11054448,83876400,9985316,57077996,2333020,17096049
car,858,480,313,7078264,6508136,18948979,146931389,17099527,97967404,5033243,29956694
car,858,480,313,4440960,4093049,14405281,109224633,12964952,74054470,2828707,22201205
car,858,480,313,3547032,3264900,12097556,91836744,10932008,62482696,2332264,18649320
car,858,480,339,7131072,6590008,20439337,158449596,18081311,105510050,4939431,32114080
car,858,480,339,4419808,4096891,15302566,115871571,13862351,77990506,2824554,23436824
car,858,480,339,3429208,3444052,13116056,98906932,11815628,66642052,2250876,19960480
car,858,480,365,7069784,6513312,21842643,169538642,19602165,112356944,4949978,34187346
car,858,480,365,4320325,3977171,16005887,121873604,14620337,82217008,2786713,24580104
car,858,480,365,3363052,3070576,13889952,106237812,12627568,71285932,2307152,21278204
car,858,480,391,7122752,6566824,23163088,179405546,20813068,118691456,4798992,36056172
car,858,480,391,4237317,3901076,16831424,127147191,15370016,85425900,2686968,25559989
car,858,480,391,3315496,3053412,14890412,113078092,13680076,75873312,2197012,22608781
car,858,480,417,7144840,6480608,24295785,187908998,21843872,124291111,4673606,37663882
car,858,480,417,4085912,3772824,17405088,132545668,15804304,88764012,2589144,26496695
car,858,480,417,3320784,3059656,15811408,120382392,14532424,80514400,2179412,23980047
car,3860,2160,1,64300732,42596332,0,25983652,296876,834740,43259364,17727169
car,3860,2160,1,64364608,42268912,0,25915332,292892,814104,37818964,17147481
car,3860,2160,1,64290364,42226184,0,25897052,312632,800128,38147056,17167341
car,3860,2160,121,64186476,42727528,31907624,747568717,23104738,444531149,40206068,139423230
car,3860,2160,121,57025291,38370315,32362419,738133768,23025151,435133315,32940786,135699104
car,3860,2160,121,57332989,38315482,32640261,744844323,22727754,435122800,32916515,136390012
car,3860,2160,241,56857102,38284253,68496513,1458053323,48139850,1035984833,37197837,274301371
car,3860,2160,241,57366601,38375281,67461126,1446786371,48767321,1028959418,32778138,272049425
car,3860,2160,241,57040791,38381356,67339010,1472949313,48267967,1028288235,32424914,274469158
car,3860,2160,361,56954318,38369124,103233382,2260538845,78724176,1702567049,35858336,427624523
car,3860,2160,361,56992233,38297739,104515647,2220660245,76739185,1704678530,33868695,423575227
car,3860,2160,361,57289216,38582671,104337867,2233567024,77640810,1709978722,34039467,425543577
car,3860,2160,481,56999607,39745178,140924653,3018213360,114085826,2451751554,35159276,585687945
car,3860,2160,481,56967287,38421649,139966646,3000636736,117165264,2445457702,32185605,583080088
car,3860,2160,481,56962173,38392806,139751538,3003760210,110645748,2445375554,31517420,582640544
car,3860,2160,601,57257917,38357439,176527316,3854970821,146999512,3223516828,35313336,753294316
car,3860,2160,601,57084326,38328550,176647053,3800990566,144049251,3201662598,31525659,745028800
car,3860,2160,601,57093725,38425615,177393095,3858626842,144440343,3197023910,31433015,750443654
car,3860,2160,721,57066159,38318815,216174468,4716684154,186738409,4002465641,36021638,925346928
car,3860,2160,721,56981981,38350315,213072960,4672991578,184254702,3984493510,30958278,918110332
car,3860,2160,721,57743840,38346469,212617910,4742536866,183580520,3976344967,31260487,924243105
car,3860,2160,841,56944823,38274985,250556658,5697623507,226672004,4807250173,34106444,1111142859
car,3860,2160,841,57352893,38438053,250568275,5542965700,225945542,4810597272,31300194,1095716792
car,3860,2160,841,57090106,38427707,249702468,5607331592,220459089,4795574155,31158821,1099974393
car,3860,2160,961,56977635,38287005,289368204,6512838793,257506515,5624208539,33549989,1281273668
car,3860,2160,961,57062793,38424924,288052481,6377793472,261700564,5605691911,30108107,1265883425
car,3860,2160,961,57068949,38347810,286094281,6312366677,257433771,5594754711,30177477,1257624367
car,3860,2160,1081,56918924,38333311,324176111,7306727344,288630799,6394849248,32179419,1444181515
car,3860,2160,1081,57004026,38385687,324492175,7236836989,290491546,6385803364,29574827,1436258861
car,3860,2160,1081,57066414,38417766,325819083,7322306409,293197610,6388824991,29753882,1445538615
car,3860,2160,1201,57200908,38387086,363233293,8146407131,328951321,7192402675,32973912,1615955632
car,3860,2160,1201,57008855,38343090,363319353,8238478684,329449214,7186195978,29472243,1624226741
car,3860,2160,1201,56997321,38289730,362686091,8157080626,329119993,7177172103,29221283,1615056714
car,3860,2160,1321,57251392,39774748,406162397,9086114504,369843393,7978843172,32160038,1797014964
car,3860,2160,1321,57085748,38365005,399204354,9029808440,372060898,7935678384,29375058,1786157788
car,3860,2160,1321,57056864,38288611,399708511,9141729372,362944385,7971318221,28993275,1800003923
car,3860,2160,1441,58658874,38400462,455198428,9866493755,400624490,8711302135,31298190,1956197633
car,3860,2160,1441,56987700,38057594,434495081,9894878252,394403692,8684882721,29225726,1953293076
car,3860,2160,1441,57018126,38030529,435065936,10115309142,393185712,8697999455,29171150,1976578005
car,3860,2160,1561,57361408,38378479,474070017,10870548860,433481846,9424081848,31163857,2132908631
car,3860,2160,1561,57420666,38710983,471072852,10819897294,436607374,9411398192,28062455,2126316981
car,3860,2160,1561,57070615,38305112,470066661,10762740821,433374917,9401754880,27936511,2119124951
car,3860,2160,1681,57336174,38377698,510876174,11561303190,466851632,10106888325,30388851,2277202204
car,3860,2160,1681,57002991,38253161,507645163,11588146100,461866438,10106305170,28401641,2278762066
car,3860,2160,1681,57048500,38035438,507421224,11547544219,461015809,10086793387,28396629,2272625520
car,3860,2160,1801,56952937,38364739,543174922,12643131473,503317456,10820564316,29375664,2463488150
car,3860,2160,1801,57175139,38494520,544296814,12388452573,494369810,10783249383,27788340,2433382657
car,3860,2160,1801,57351279,38385331,542635367,12446611010,496896694,10742102188,27644607,2435162647
car,3860,2160,1921,57012390,38472160,577448389,13342884895,532556386,11441381322,29597266,2601935280
car,3860,2160,1921,57090793,38531179,577494333,13106310828,527935186,11393478788,27049495,2572789060
car,3860,2160,1921,57087546,38445220,582086810,13233116249,524574163,11450404965,26836134,2591255108
car,1280,720,1,6637527,5135333,0,2989377,45705,392195,7746947,2294708
car,1280,720,1,6594589,6145161,0,2758757,45196,339152,5384168,2126702
car,1280,720,1,6578112,6289522,0,2548596,46208,330052,5034966,2082745
car,1280,720,41,14091746,10007310,3669979,39981468,2752014,25323146,13106948,10893261
car,1280,720,41,11835002,8288524,3259265,35365458,2580829,22650627,4983961,8896366
car,1280,720,41,10874319,7456342,3117436,32505759,2503358,22031678,4623795,8311268
car,1280,720,81,14924536,13788655,8080025,78894239,6536581,55013916,10356966,18759491
car,1280,720,81,11338174,7821750,6352863,62501100,5196522,43086702,5044234,14134134
car,1280,720,81,9503427,6924592,5488580,53825408,4793492,37218740,4171624,12192586
car,1280,720,121,15461448,10744341,11308960,108074956,9056906,73844125,12801061,24129179
car,1280,720,121,10681793,7728364,8718504,84417578,7179911,57460008,4805231,18099138
car,1280,720,121,8757336,6071628,7453924,70892332,6199976,48652720,3957084,15198500
car,1280,720,161,14573112,10264835,14005869,132611549,11262053,91507470,11634974,28585986
car,1280,720,161,9705838,7077785,10726152,102680985,9321834,70725698,4836373,21507466
car,1280,720,161,7830124,5451400,9352180,89494100,8096108,61644504,4165888,18603430
car,1280,720,201,14049380,10305657,17227536,158788822,13976462,109968235,11134065,33545015
car,1280,720,201,9160260,6266916,12730248,117248368,10459280,82050940,6070436,24398644
car,1280,720,201,7431300,5531500,11748812,108101376,9679500,75756612,5182284,22343138
car,1280,720,241,14060209,10164701,18773595,178993691,14807496,119937697,10819634,36755702
car,1280,720,241,8775720,6154184,14553576,135278892,12039832,94340832,5658784,27680182
car,1280,720,241,7418864,5420232,14090388,130431224,11745688,92542664,5346288,26699534
car,1280,720,281,14550770,12975786,22798859,211544653,18829114,148238469,7486382,43642403
car,1280,720,281,8459588,5746576,16648524,154477952,13904072,109411032,5695592,31434333
car,1280,720,281,7668016,5270632,16261592,152218680,13617576,107317232,4890948,30724467
car,1280,720,321,14102207,10282610,25320731,235029924,20878625,165748913,10546778,48190978
car,1280,720,321,8136280,5720668,18479780,174017664,15724464,122005296,4243012,34832716
car,1280,720,321,7414180,5281848,18392652,173035452,15761928,120990088,3628568,34450471
car,1280,720,361,13087263,9284382,26514747,246711459,22302386,173309313,9644130,50085368
car,1280,720,361,7423668,5294440,21100784,196909336,17779104,138833236,5145992,39248656
car,1280,720,361,7419108,5290064,21066192,196979204,17803736,138765316,4943900,39226752
car,1280,720,401,14083884,10259356,30073855,282296697,25574421,198892332,10263758,57144430
car,1280,720,401,7421104,5291840,22962100,219908564,20066948,152742652,3492816,43188602
car,1280,720,401,7404444,5267920,22886320,218944624,19682584,152213384,3219480,42961875
car,1280,720,441,14066788,10294635,32252979,303882417,27377523,212892802,9654027,61042117
car,1280,720,441,7474904,6655140,26229980,242423048,21981068,175808608,5676240,48624898
car,1280,720,441,7410492,6635304,26258924,242491164,22108488,175790760,5134936,48583006
car,1280,720,481,14116238,10210597,34751384,327140731,29710430,229052201,9954291,65493587
car,1280,720,481,7301760,5508460,27828380,265843348,25513412,185047784,3793488,52083663
car,1280,720,481,7305308,5275216,27775184,266233216,25500404,185009968,3972748,52107204
car,1280,720,521,13896010,9805248,36243741,342931203,31138426,234590833,6210313,67481577
car,1280,720,521,7414500,5303656,30554760,286378776,26451064,198568912,5388480,56006014
